date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:56:17,Kenya,"[39.0, 0.5, 41.5, 3.5]",36.74209437964831,27.670000000000016,43.410000000000025,5
