date,time,region,bbox,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,modis_images,ndwi_mean,ndwi_min,ndwi_max,landsat_images,cloud_threshold,rainfall_total_mm,rainfall_avg_daily_mm,rainfall_images,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,11:47:51,Kenya,"[36.0, -1.5, 37.5, 0.5]",0.47470357517604933,0.2747035751760493,0.6747035751760493,0.13651425666621742,2,0.26271939365484354,-0.03728060634515645,0.5627193936548436,0,20,91.30179142642933,30.433930475476444,3,24.016854050722195,19.016854050722195,29.016854050722195,1
