date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:53:44,Kenya,"[33.9, -0.4, 34.6, 0.3]",23.304718574225316,17.53000000000003,33.950000000000045,5
