date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:54:12,Kenya,"[40.0, -2.7, 41.5, -1.6]",26.38391304347826,20.150000000000034,29.390000000000043,1
