date,time,region,bbox,ndwi_mean,ndwi_min,ndwi_max,landsat_images,cloud_threshold,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:52:14,Kenya,"[37.3, -0.4, 38.0, 0.5]",-0.13612021303383529,-0.25746268033981323,-0.011912010610103607,1,20,28.620001880274373,10.010000000000048,37.03000000000003,1
