date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:52:01,Kenya,"[37.4, -2.8, 38.4, -1.5]",32.652465341774494,17.55000000000001,42.39000000000004,5
