date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:08:20,Kenya,"[36.0, -1.5, 37.5, 0.5]",18.77080576057606,10.010000000000048,31.370000000000005,1
