date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:52:32,Kenya,"[34.2, 0.3, 34.9, 0.9]",23.526744505740936,10.050000000000011,28.090000000000032,5
