date,time,region,bbox,ndwi_mean,ndwi_min,ndwi_max,landsat_images,cloud_threshold,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:54:27,Kenya,"[36.3, 0.5, 37.7, 2.5]",-0.20116616474126017,-0.9870602488517761,0.13051912188529968,1,20,33.130918916449886,13.450000000000017,53.78000000000003,5
