date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:51:28,Kenya,"[34.8, 1.0, 35.8, 2.5]",25.71519969882217,11.490000000000009,47.59000000000003,5
