date,time,region,bbox,ndwi_mean,ndwi_min,ndwi_max,landsat_images,cloud_threshold,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:54:33,Kenya,"[36.3, 0.5, 37.7, 2.5]",-0.20116616474126017,-0.9870602488517761,0.13051912188529968,1,20,33.02838340763716,30.07000000000005,34.93000000000001,1
