date,time,region,bbox,ndwi_mean,ndwi_min,ndwi_max,landsat_images,cloud_threshold,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:55:06,Kenya,"[37.0, -0.5, 38.5, 1.5]",-0.1911941381345777,-0.9870602488517761,0.13051912188529968,1,20,30.50566206336317,10.010000000000048,37.03000000000003,1
