date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:53:21,Kenya,"[34.4, -0.4, 35.1, 0.3]",24.79289639630137,16.07000000000005,34.86000000000004,5
