date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-11-12,00:00:00,Kenya,"[36.6, -1.4, 37.1, -1.1]",22.65156018609181,14.550000000000011,31.190000000000055,3
