date,time,region,bbox,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,modis_images,ndwi_mean,ndwi_min,ndwi_max,landsat_images,cloud_threshold,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images,sentinel2_images,sentinel2_resolution_m,sentinel2_ari_mean,sentinel2_ari_min,sentinel2_ari_max,sentinel2_ndvi_mean,sentinel2_ndvi_min,sentinel2_ndvi_max,sentinel2_ndwi_mean,sentinel2_ndwi_min,sentinel2_ndwi_max
2025-12-07,00:00:00,Kenya,"[36.0, -1.5, 37.5, 0.5]",0.48579583764934525,-1,1,0,5,-0.48653124193356295,-1,1,5,0,22.372668057744395,9.010000000000048,36.07000000000005,3,5,10m,0.0005194133223835216,-0.019480518996715546,0.9870129823684692,0.48579583764934525,-1,1,-0.48653124193356295,-1,1
