date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:54:53,Kenya,"[34.5, 1.5, 36.8, 5.5]",23.86951163200849,19.450000000000045,27.350000000000023,1
