date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:52:25,Kenya,"[37.4, -0.6, 38.0, 0.1]",29.647170061572837,12.31000000000003,40.72000000000003,5
