date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:51:23,Kenya,"[34.9, 0.1, 35.6, 0.9]",21.19536724048221,10.090000000000032,29.83000000000004,5
