date,time,region,bbox,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,modis_images,ndwi_mean,ndwi_min,ndwi_max,landsat_images,cloud_threshold,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images,sentinel2_images,sentinel2_resolution_m,sentinel2_ari_mean,sentinel2_ari_min,sentinel2_ari_max,sentinel2_ndvi_mean,sentinel2_ndvi_min,sentinel2_ndvi_max,sentinel2_ndwi_mean,sentinel2_ndwi_min,sentinel2_ndwi_max
2025-10-08,00:00:00,Kenya,"[36.0, -1.5, 37.5, 0.5]",0.33658400596371874,-0.8198198080062866,0.9631525278091431,0,2,-0.36057885736910333,-0.9098765254020691,0.84555983543396,2,0,23.94668450354497,3.8100000000000307,41.88000000000005,3,2,10m,0.0003172874657254714,-0.007124955300241709,0.02422003261744976,0.33658400596371874,-0.8198198080062866,0.9631525278091431,-0.36057885736910333,-0.9098765254020691,0.84555983543396
