date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-11-15,00:00:00,Kenya,"[36.0, -1.5, 37.5, 0.5]",22.531636762833195,6.250000000000057,40.170000000000016,3
