date,time,region,bbox,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images
2025-10-10,12:52:27,Kenya,"[37.4, -0.6, 38.0, 0.1]",27.565075059998133,10.010000000000048,36.77000000000004,1
