date,time,region,bbox,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,modis_images,ndwi_mean,ndwi_min,ndwi_max,landsat_images,cloud_threshold,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_images,sentinel2_images,sentinel2_resolution_m,sentinel2_ari_mean,sentinel2_ari_min,sentinel2_ari_max,sentinel2_ndvi_mean,sentinel2_ndvi_min,sentinel2_ndvi_max,sentinel2_ndwi_mean,sentinel2_ndwi_min,sentinel2_ndwi_max
2025-11-16,00:00:00,Kenya,"[36.6, -1.4, 37.1, -1.1]",0.43158010615923614,-0.4949367046356201,0.916222095489502,0,2,-0.43915955374528515,-0.8469601273536682,0.5818431973457336,2,0,23.953218329267607,15.310000000000002,32.23000000000002,3,2,10m,0.00040420725721730124,-0.49884527921676636,0.00466538779437542,0.43158010615923614,-0.4949367046356201,0.916222095489502,-0.43915955374528515,-0.8469601273536682,0.5818431973457336
